id,key,project_key,project_name,summary,description,status,priority,issue_type,created,updated,assignee,reporter,labels,components,url
10268,JIR-23,JIR,JIRANEW,Manage 2FA Settings,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Allow users to configure and manage their 2FA settings.'}]}]}",To Do,Medium,Epic,2025-06-17T15:53:35.197+0530,2025-06-17T15:53:35.269+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-23
10267,JIR-22,JIR,JIRANEW,Implement Two-Factor Authentication (2FA),"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Enable users to secure their accounts with two-factor authentication.'}]}]}",To Do,Medium,Epic,2025-06-17T15:53:34.194+0530,2025-06-17T15:53:34.255+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-22
10265,SCRUM-8,SCRUM,sample,JIRA Ticket: Add Paytm UPI Payment Gateway Integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'orderedList', 'attrs': {'order': 1}, 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph'}, {'type': 'orderedList', 'attrs': {'order': 1}, 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'JIRA Ticket: Add Paytm UPI Payment Gateway Integration'}]}]}]}]}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': '*'}, {'type': 'text', 'text': '1. Title:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '* Integrate Paytm UPI Payment Option'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': '*'}, {'type': 'text', 'text': '2. Description:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '*'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': ""This ticket focuses on integrating Paytm UPI as a payment option within our existing payment gateway. This will provide users with a convenient and popular method to complete transactions. The implementation includes developing necessary APIs and UI elements to allow users to initiate payments via Paytm UPI. Testing and integration with existing payment gateway infrastructure are also required to ensure smooth functionality and security. This implementation should align with the existing payment gateway's architecture and security protocols.""}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': '*'}, {'type': 'text', 'text': '3. Acceptance Criteria:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '*'}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': '  Users can successfully initiate and complete payments using Paytm UPI.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': '  Payment confirmations are accurately reflected in the system after successful Paytm UPI transactions.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': '  The Paytm UPI integration is secure and compliant with relevant security standards (e.g., PCI DSS).'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': '  Error handling is implemented to gracefully handle scenarios like payment failures or network issues, providing informative messages to the user.'}]}]}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': '*'}, {'type': 'text', 'text': '4. Priority:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '* Medium'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': '*'}, {'type': 'text', 'text': '5. Type:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '* Story'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': '*'}, {'type': 'text', 'text': '6. Related Work:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '*'}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': '  *'}, {'type': 'text', 'text': 'MAJOR-28 - Payment Gateway Integration:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '* Integrate secure payment options for users.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': '  *'}, {'type': 'text', 'text': 'JIR-7 - Ticket Booking and Payment:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '* As a user I want to be able to select tickets proceed to checkout and make secure payments using integrated.'}]}]}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': '*'}, {'type': 'text', 'text': '7. Technical Considerations:', 'marks': [{'type': 'strong'}]}, {'type': 'text', 'text': '*'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Based on '}, {'type': 'inlineCard', 'attrs': {'url': 'https://projectmajorvd25.atlassian.net/browse/MAJOR-28#icft=MAJOR-28'}}, {'type': 'text', 'text': "", which focuses on payment gateway integration, this ticket builds upon the existing framework by adding a specific payment method: Paytm UPI. It will require understanding the existing payment gateway API and adapting it to interact with Paytm's UPI APIs. We will need to implement proper error handling and logging to ensure reliable transaction processing. Further it is important to review ""}, {'type': 'inlineCard', 'attrs': {'url': 'https://projectmajorvd25.atlassian.net/browse/JIR-7#icft=JIR-7'}}, {'type': 'text', 'text': ', as Paytm UPI might require frontend changes during ticket booking and payment pages. Security considerations for Paytm UPI integration need to be addressed, including handling sensitive payment information and ensuring compliance with relevant security standards (e.g., PCI DSS). The UI needs to be updated for selecting UPI and further integration with Paytm.'}]}]}",To Do,Medium,Story,2025-06-17T12:30:02.154+0530,2025-06-17T18:00:42.757+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/SCRUM-8
10238,JIR-19,JIR,JIRANEW,Network Connectivity Tests,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Ensure the application can reliably access external resources and the internet.'}]}]}",To Do,Medium,Epic,2025-06-16T16:34:53.054+0530,2025-06-16T16:34:53.124+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-19
10235,JIR-16,JIR,JIRANEW,API Connectivity Tests,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Verify successful communication with all relevant APIs.'}]}]}",To Do,Medium,Epic,2025-06-16T16:34:50.581+0530,2025-06-16T16:34:50.624+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-16
10232,JIR-13,JIR,JIRANEW,Database Connectivity Tests,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Ensure robust and reliable connection to the primary database.'}]}]}",To Do,Medium,Epic,2025-06-16T16:34:47.903+0530,2025-06-16T16:34:48.011+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-13
10231,NJ-11,NJ,new-jirasample,Track Ticket Sales,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As an event organizer, I want to track my ticket sales and download attendee lists so that I can monitor event performance and manage attendees.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Real-time ticket sales data is displayed.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Option to download attendee lists in CSV or other suitable format.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Sales data is accurate and up-to-date.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Data export functionality generates reports in required formats.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Proper handling of large attendee lists.'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:59.896+0530,2025-06-16T14:18:59.972+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-11
10230,NJ-10,NJ,new-jirasample,Create and Manage Events,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As an event organizer, I want to create, edit, and delete events so that I can manage my event listings.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Organizer can create new events with all necessary details.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Organizer can edit existing event details.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Organizer can delete events.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Event details are validated upon creation and update.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Soft delete functionality for events'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:58.299+0530,2025-06-16T14:18:58.354+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-10
10229,NJ-9,NJ,new-jirasample,Event Organizer Features,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Enable event organizers to manage their events efficiently.'}]}]}",To Do,Medium,Epic,2025-06-16T14:18:56.715+0530,2025-06-16T14:18:56.786+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-9
10228,NJ-8,NJ,new-jirasample,Booking Confirmation,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As a user, I want to receive email/SMS confirmation and downloadable e-tickets after completing a booking so that I have proof of purchase and easy access to my tickets.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Email confirmation is sent immediately after successful payment.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Email includes order summary, ticket details, and a link to downloadable tickets.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Downloadable PDF e-tickets are generated.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'SMS confirmation is sent as a backup.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Error handling for confirmation email and SMS failure.'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:55.091+0530,2025-06-16T14:18:55.142+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-8
10227,NJ-7,NJ,new-jirasample,Ticket Booking,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As a user, I want to select tickets and proceed to checkout so that I can purchase tickets for the events I want to attend.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Users can select ticket quantities for different ticket types.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Cart functionality allows adding and removing tickets.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Checkout process is clear and straightforward.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Payment gateway integration works correctly.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Error handling during ticket selection and checkout.'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:53.416+0530,2025-06-16T14:18:53.486+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-7
10226,NJ-6,NJ,new-jirasample,Event Search and Filtering,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As a user, I want to search and filter events by category, location, date, and price so that I can find events that match my interests.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Search functionality returns relevant results.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Filtering options work correctly.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Results are displayed clearly and concisely.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Pagination is implemented for large result sets.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Handles invalid search terms gracefully.'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:51.700+0530,2025-06-16T14:18:51.784+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-6
10225,NJ-5,NJ,new-jirasample,Event Discovery and Booking,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Allow users to easily find and book events.'}]}]}",To Do,Medium,Epic,2025-06-16T14:18:49.994+0530,2025-06-16T14:18:50.060+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-5
10224,NJ-4,NJ,new-jirasample,Profile Management,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As a registered user, I want to update my personal information and view my booking history so that I can maintain accurate details and track my events.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'User can update their name, email, and other relevant details.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Booking history is displayed chronologically.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Update profile information functionality is handled with error checks.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Data is saved correctly and displayed.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'User can download their booking history'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:48.282+0530,2025-06-16T14:18:48.369+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-4
10223,NJ-3,NJ,new-jirasample,User Login,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As a registered user, I want to securely log in to my account so that I can access my profile and bookings.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Successful login with valid credentials.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Password reset functionality works correctly.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Account lockout mechanism for multiple failed login attempts.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Secure password storage and handling.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Remember me functionality is secure and works.'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:46.590+0530,2025-06-16T14:18:46.662+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-3
10222,NJ-2,NJ,new-jirasample,User Registration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'As a new user, I want to register an account using email or social logins so that I can easily access the platform.'}]}, {'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Acceptance Criteria:', 'marks': [{'type': 'strong'}]}]}, {'type': 'bulletList', 'content': [{'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Successful registration via email.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Successful registration via Facebook/Google login.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Confirmation email is sent upon successful registration.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Duplicate email/social login prevention is in place.'}]}]}, {'type': 'listItem', 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Registration form handles validation appropriately.'}]}]}]}]}",To Do,Medium,Story,2025-06-16T14:18:44.798+0530,2025-06-16T14:18:44.875+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-2
10221,NJ-1,NJ,new-jirasample,User Account Management,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Enable users to create, manage, and securely access their accounts.'}]}]}",To Do,Medium,Epic,2025-06-16T14:18:43.212+0530,2025-06-16T14:18:43.268+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/NJ-1
10219,JIR-11,JIR,JIRANEW,Admin Dashboard,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Provide administrative tools for managing users, events, and generating reports.'}]}]}",To Do,Medium,Epic,2025-06-16T11:39:39.241+0530,2025-06-16T11:39:39.312+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-11
10216,JIR-8,JIR,JIRANEW,Organizer Tools,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Enable event organizers to create, manage, and track their events.'}]}]}",To Do,Medium,Epic,2025-06-16T11:39:35.268+0530,2025-06-16T11:39:35.319+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-8
10213,JIR-5,JIR,JIRANEW,Event Discovery and Booking,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Implement event search, filtering, viewing details, and booking functionality.'}]}]}",To Do,Medium,Epic,2025-06-16T11:39:30.633+0530,2025-06-16T11:39:30.696+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-5
10209,JIR-1,JIR,JIRANEW,User Management,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Implement user registration, login, profile management, and password reset functionality.'}]}]}",To Do,Medium,Epic,2025-06-16T11:39:24.146+0530,2025-06-16T11:39:24.309+0530,,Project Major,[],[],https://projectmajorvd25.atlassian.net/browse/JIR-1
